number,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,gravitation
147,Epsilon Coronae Borealis b,228.0,2129.26,4.15,2012,Gas Giant,12.655999999999999,1.3 AU,417.9 days,0.11,eps CrB,Radial Velocity,,,15h57m35.25s,+26d52m40.4s,4406.0,1.7,21.0,130.5348740524432
148,Epsilon Eridani b,11.0,247.88400000000001,3.82,2000,Gas Giant,13.888,3.39 AU,7.4 years,0.07,eps Eri,Radial Velocity,89.0,,03h32m55.84s,-09d27m29.7s,,0.78,,12.620014999970921
149,Epsilon Indi A b,12.0,1032.8500000000001,4.69,2019,Gas Giant,13.104,11.55 AU,45.2 years,0.26,eps Ind A,Radial Velocity,64.25,,22h03m21.66s,-56d47m09.5s,,0.75,,59.06364923160716
150,Epsilon Tauri b,161.0,2415.28,3.54,2006,Gas Giant,12.655999999999999,1.93 AU,1.6 years,0.15,eps Tau,Radial Velocity,,,04h28m37.00s,+19d10m49.6s,4901.0,2.7,13.7,148.06940937292063
151,FU Tauri b,457.0,5084.8,20.48,2008,Gas Giant,12.208,800.0 AU,101250.8 years,0.0,FU Tau,Imaging,,,04h23m35.74s,+25d02m59.6s,2838.0,0.05,,335.02377316862805
153,Gamma 1 Leonis b,126.0,2790.284,1.98,2009,Gas Giant,12.544,1.19 AU,428.5 days,0.14,gam 1 Leo,Radial Velocity,,,10h19m58.36s,+19d50m29.4s,4330.0,1.23,31.88,174.12739757236827
154,Gamma Cephei b,44.0,587.9300000000001,3.21,2003,Gas Giant,13.44,2.05 AU,2.5 years,0.05,gam Cep,Radial Velocity,,,23h39m20.85s,+77d37m56.2s,,1.4,4.9,31.960817190453422
155,Gamma Librae b,155.0,324.156,3.91,2018,Gas Giant,13.776,1.24 AU,415.2 days,0.21,gam Lib,Radial Velocity,,,15h35m31.58s,-14d47m22.3s,4822.0,1.47,11.1,16.772530396906596
156,Gamma Librae c,155.0,1455.5240000000001,3.91,2018,Gas Giant,12.879999999999999,2.17 AU,2.6 years,0.06,gam Lib,Radial Velocity,,,15h35m31.58s,-14d47m22.3s,4822.0,1.47,11.1,86.15459317814475
158,GJ 1061 c,12.0,552.972,13.06,2020,Super Earth,13.216,0.035 AU,6.7 days,< 0.29,GJ 1061,Radial Velocity,,,03h35m59.72s,-44d30m45.5s,2953.0,0.12,0.16,31.08807796470418
160,GJ 1132 b,41.0,527.548,13.49,2015,Super Earth,12.655999999999999,0.0153 AU,1.6 days,0.22,GJ 1132,Transit,,6.3,10h14m51.78s,-47d09m24.2s,3270.0,0.18,0.21,32.34147625776951
162,GJ 1148 b,36.0,96.69065,11.92,2010,Gas Giant,11.984,0.166 AU,41.4 days,0.38,GJ 1148,Radial Velocity,,,11h41m44.63s,+42d45m07.1s,3264.0,0.35,0.4,6.611068700668512
163,GJ 1148 c,36.0,68.053692,11.92,2017,Gas Giant,9.6992,0.912 AU,1.5 years,0.34,GJ 1148,Radial Velocity,,,11h41m44.63s,+42d45m07.1s,3264.0,0.35,0.4,7.10347167477481
165,GJ 1252 b,66.0,664.202,12.193,2020,Super Earth,13.3616,0.00916 AU,0.5 days,0.0,GJ 1252,Transit,85.0,,20h27m42.06s,-56d27m25.2s,3458.0,0.38,0.39,36.53204950628993
167,GJ 143 b,53.0,7214.06,7.87,2019,Neptune-like,2.6096,0.1915 AU,35.6 days,0.19,GJ 143,Transit,89.33,7.0,03h26m59.22s,-63d29m56.8s,4640.0,0.73,0.69,10402.139025939168
169,GJ 15 A c,12.0,11440.800000000001,8.08,2018,Neptune-like,6.664,5.4 AU,20.8 years,0.27,GJ 15 A,Radial Velocity,,,00h18m22.89s,+44d01m22.6s,3607.0,0.38,0.38,2529.747690215961
171,GJ 163 b,49.0,3368.68,11.81,2013,Neptune-like,3.2479999999999998,0.0607 AU,8.6 days,0.07,GJ 163,Radial Velocity,,,04h09m15.67s,-53d22m25.3s,3500.0,0.4,,3135.5844946176107
173,GJ 163 d,49.0,9343.32,11.81,2013,Neptune-like,5.9136,1.0304 AU,1.7 years,0.37,GJ 163,Radial Velocity,,,04h09m15.67s,-53d22m25.3s,3500.0,0.4,,2623.5426217314343
174,GJ 179 b,40.0,260.596,12.0,2009,Gas Giant,13.888,2.41 AU,6.3 years,0.21,GJ 179,Radial Velocity,,,04h52m05.73s,+06d28m35.5s,3370.0,0.36,0.38,13.267195256379685
176,GJ 180 c,39.0,2033.92,10.91,2014,Neptune-like,2.408,0.129 AU,24.3 days,0.09,GJ 180,Radial Velocity,,,04h53m49.98s,-17d46m24.3s,,0.43,,3444.3850288947274
178,GJ 2056 b,93.0,5148.36,10.37,2020,Neptune-like,4.166399999999999,0.283 AU,70 days,0.72,GJ 2056,Radial Velocity,,,07h12m04.81s,-24d53m31.5s,,0.62,,2912.3111538394437
180,GJ 229 b,19.0,2694.3084,8.14,2014,Neptune-like,2.8447999999999998,0.898 AU,1.4 years,0.1,GJ 229,Radial Velocity,,,06h10m34.62s,-21d51m52.7s,,0.58,,3269.148266782817
182,GJ 273 b,12.0,918.4420000000001,9.872,2017,Super Earth,16.912,0.091101 AU,18.6 days,0.1,GJ 273,Radial Velocity,,,07h27m24.50s,+05d13m32.8s,3382.0,0.29,0.29,31.532077616271206
184,GJ 3021 b,57.0,1070.986,6.59,2000,Gas Giant,13.104,0.49 AU,133.7 days,0.51,GJ 3021,Radial Velocity,,,00h16m12.68s,-79d51m04.3s,5540.0,0.9,0.9,61.244460895543426
186,GJ 3138 b,93.0,565.6840000000001,10.98,2017,Super Earth,13.216,0.0197 AU,1.2 days,0.19,GJ 3138,Radial Velocity,,,02h09m10.90s,-16d20m22.5s,3717.0,0.68,0.5,31.8027464236629
188,GJ 3138 d,93.0,3336.9,10.98,2017,Neptune-like,3.2255999999999996,0.698 AU,257.8 days,0.32,GJ 3138,Radial Velocity,,,02h09m10.90s,-16d20m22.5s,3717.0,0.68,0.5,3149.2922344196786
189,GJ 317 b,49.0,794.5,11.97,2007,Gas Giant,13.216,1.151 AU,1.9 years,0.07,GJ 317,Radial Velocity,,,08h40m59.22s,-23d27m22.6s,,0.42,,44.6667786849198
190,GJ 317 c,49.0,522.4504880000001,11.97,2018,Gas Giant,13.44,5.23 AU,18.5 years,0.17,GJ 317,Radial Velocity,,,08h40m59.22s,-23d27m22.6s,,0.42,,28.401245961306923
191,GJ 328 b,67.0,730.9399999999999,9.97,2013,Gas Giant,13.328,4.5 AU,11.2 years,0.37,GJ 328,Radial Velocity,,,08h55m07.62s,+01d32m47.4s,3900.0,0.69,,40.40569227428271
193,GJ 3293 c,66.0,6702.402,11.962,2015,Neptune-like,4.860799999999999,0.36175 AU,122.6 days,0.11,GJ 3293,Radial Velocity,,,04h28m35.72s,-25d10m09.5s,3466.0,0.42,0.4,2785.5166546246655
195,GJ 3293 e,66.0,1042.384,11.962,2017,Super Earth,18.255999999999997,0.08208 AU,13.3 days,0.21,GJ 3293,Radial Velocity,,,04h28m35.72s,-25d10m09.5s,3466.0,0.42,0.4,30.711941625517568
197,GJ 3323 c,17.0,734.118,12.22,2017,Super Earth,14.783999999999999,0.1264 AU,40.5 days,0.17,GJ 3323,Radial Velocity,,,05h01m57.43s,-06d56m46.5s,3159.0,0.16,0.12,32.98167867319518
199,GJ 338 B b,21.0,3263.806,7.7,2020,Neptune-like,3.1807999999999996,0.141 AU,24.5 days,0.11,GJ 338 B,Radial Velocity,,,09h14m24.70s,+52d41m10.9s,4005.0,0.64,0.58,3167.688020838433
201,GJ 3512 b,31.0,147.1414,15.05,2019,Gas Giant,14.223999999999998,0.338 AU,203.6 days,0.44,GJ 3512,Radial Velocity,,,08h41m20.13s,+59d29m50.6s,3081.0,0.12,0.14,7.141380738478152
203,GJ 357 c,31.0,1080.52,10.92,2019,Super Earth,18.592,0.061 AU,9.1 days,0.0,GJ 357,Radial Velocity,,,09h36m01.64s,-21d39m38.9s,3505.0,0.34,0.34,30.69526447655682
205,GJ 3634 b,65.0,2669.52,11.93,2010,Neptune-like,2.8335999999999997,0.0287 AU,2.6 days,0.08,GJ 3634,Radial Velocity,59.0,,10h58m35.10s,-31d08m38.4s,,0.45,0.43,3264.727086399798
207,GJ 3942 b,55.0,2269.092,10.25,2017,Neptune-like,2.5648,0.0608 AU,6.9 days,0.12,GJ 3942,Radial Velocity,,,16h09m03.14s,+52d56m37.9s,3867.0,0.63,0.61,3387.1613558543872
209,GJ 3998 c,59.0,1989.428,10.83,2016,Neptune-like,2.3743999999999996,0.089 AU,13.7 days,0.05,GJ 3998,Radial Velocity,,,17h16m00.64s,+11d03m27.6s,3722.0,0.5,0.49,3465.0639171584507
211,GJ 422 b,41.0,3518.0460000000003,11.55,2014,Neptune-like,3.3263999999999996,0.111 AU,20.1 days,0.11,GJ 422,Radial Velocity,,,11h16m00.21s,-57d32m51.6s,,0.35,,3122.0752106228056
213,GJ 433 b,30.0,1920.4654,9.806000000000001,2011,Neptune-like,2.3295999999999997,0.062 AU,7.4 days,0.04,GJ 433,Radial Velocity,,,11h35m26.95s,-32d32m23.9s,,0.48,,3474.838006831102
215,GJ 433 d,30.0,1659.8694,9.806000000000001,2020,Neptune-like,23.968,0.178 AU,36.1 days,0.07,GJ 433,Radial Velocity,,,11h35m26.95s,-32d32m23.9s,,0.48,,28.37272951815254
217,GJ 480 b,46.0,4194.96,11.51,2020,Neptune-like,3.6959999999999997,0.068 AU,9.6 days,0.1,GJ 480,Radial Velocity,,,12h38m52.44s,+11d41m46.2s,,0.45,,3015.467764406416
218,GJ 504 b,57.0,1271.2,5.22,2013,Gas Giant,12.991999999999999,43.5 AU,259.9 years,0.0,GJ 504,Imaging,,,13h16m46.52s,+09d25m27.0s,6234.0,1.22,,73.95246449569838
220,GJ 581 b,21.0,5021.240000000001,10.56,2005,Neptune-like,4.0992,0.04061 AU,5.4 days,0.0,GJ 581,Radial Velocity,,,15h19m26.82s,-07d43m20.2s,,0.31,0.29,2934.2935224280836
222,GJ 581 e,21.0,540.26,10.56,2009,Super Earth,13.104,0.02815 AU,3.1 days,0.0,GJ 581,Radial Velocity,,,15h19m26.82s,-07d43m20.2s,,0.31,0.29,30.89483190576374
224,GJ 649 b,34.0,104.23840000000001,9.69,2009,Gas Giant,12.432,1.135 AU,1.6 years,0.3,GJ 649,Radial Velocity,,,16h58m08.85s,+25d44m39.0s,3700.0,0.54,,6.622721995360573
226,GJ 667 C c,22.0,1207.64,10.22,2011,Super Earth,19.823999999999998,0.125 AU,28.1 days,0.02,GJ 667 C,Radial Velocity,,,17h18m58.82s,-34d59m48.6s,3350.0,0.33,,30.17489048936805
228,GJ 667 C f,22.0,858.0600000000001,10.22,2013,Super Earth,16.24,0.156 AU,39 days,0.03,GJ 667 C,Radial Velocity,,,17h18m58.82s,-34d59m48.6s,3350.0,0.33,,31.9474646621417
230,GJ 674 b,15.0,3524.402,9.37,2007,Neptune-like,3.3263999999999996,0.039 AU,4.7 days,0.2,GJ 674,Radial Velocity,,,17h28m39.95s,-46d53m42.7s,3600.0,0.35,,3127.7158162427195
231,GJ 676 A b,52.0,2129.26,9.58,2010,Gas Giant,12.655999999999999,1.82 AU,2.9 years,0.33,GJ 676 A,Radial Velocity,,,17h30m11.21s,-51d38m13.1s,3734.0,0.73,0.69,130.5348740524432
232,GJ 676 A c,52.0,2161.04,9.58,2016,Gas Giant,12.655999999999999,6.6 AU,20.1 years,0.0,GJ 676 A,Radial Velocity,,,17h30m11.21s,-51d38m13.1s,3734.0,0.73,0.69,132.48315575471844
234,GJ 676 A e,52.0,2574.18,9.58,2012,Neptune-like,2.7664,0.187 AU,35.4 days,0.13,GJ 676 A,Radial Velocity,,,17h30m11.21s,-51d38m13.1s,3734.0,0.73,0.69,3302.9329009893418
236,GJ 682 c,16.0,2764.8599999999997,10.97,2014,Neptune-like,2.8895999999999997,0.176 AU,57.3 days,0.1,GJ 682,Radial Velocity,,,17h37m03.66s,-44d19m09.2s,3028.0,0.27,,3251.5353462873404
238,GJ 687 b,15.0,5466.16,9.15,2014,Neptune-like,4.311999999999999,0.163 AU,38.1 days,0.17,GJ 687,Radial Velocity,,,17h36m25.90s,+68d20m20.9s,,0.4,,2886.792887632117
240,GJ 832 b,16.0,216.104,8.66,2008,Gas Giant,14.0,3.56 AU,10 years,0.08,GJ 832,Radial Velocity,,,21h33m33.98s,-49d00m32.4s,3472.0,0.45,,10.826735461324796
242,GJ 849 b,29.0,317.8,10.37,2006,Gas Giant,13.776,2.35 AU,5.2 years,0.04,GJ 849,Radial Velocity,,,22h09m40.35s,-04d38m26.6s,3241.0,0.65,0.53,16.443657251869215
243,GJ 86 b,35.0,1404.676,6.12,1999,Gas Giant,12.879999999999999,0.11 AU,15.8 days,0.04,GJ 86,Radial Velocity,,,02h10m25.93s,-50d49m25.4s,5182.0,0.93,0.77,83.14482573087331
244,GJ 876 b,15.0,723.1856799999999,10.191,1998,Gas Giant,13.328,0.208317 AU,61.1 days,0.03,GJ 876,Radial Velocity,59.0,,22h53m16.74s,-14d15m49.3s,,0.32,0.3,39.97704058232944
245,GJ 876 c,15.0,226.97276,10.191,2000,Gas Giant,14.0,0.12959 AU,30.1 days,0.26,GJ 876,Radial Velocity,59.0,,22h53m16.74s,-14d15m49.3s,,0.32,0.3,11.37125656835025
247,GJ 876 e,15.0,4639.88,10.191,2010,Neptune-like,3.9199999999999995,0.3343 AU,124.3 days,0.06,GJ 876,Radial Velocity,59.0,,22h53m16.74s,-14d15m49.3s,,0.32,0.3,2965.004834471452
249,GJ 887 c,11.0,2415.28,7.335,2020,Neptune-like,2.6655999999999995,0.12 AU,21.8 days,0.0,GJ 887,Radial Velocity,,,23h05m52.04s,-35d51m11.0s,3688.0,0.49,0.47,3337.861535701616
251,GJ 9066 c,15.0,71.593984,12.27,2020,Gas Giant,9.9904,0.87 AU,2.1 years,0.33,GJ 9066,Radial Velocity,,,02h00m12.96s,+13d03m07.1s,,0.15,,7.043711627288893
253,GJ 9827 b,97.0,1560.3980000000001,10.25,2017,Super Earth,17.662399999999998,0.0188 AU,1.2 days,0.0,GJ 9827,Transit,86.07,6.93,23h27m04.83s,-01d17m10.6s,4340.0,0.61,0.6,49.11642450053577
255,GJ 9827 d,97.0,1283.912,10.25,2017,Neptune-like,22.646399999999996,0.05591 AU,6.2 days,0.0,GJ 9827,Transit,87.443,2.69,23h27m04.83s,-01d17m10.6s,4340.0,0.61,0.6,24.582593594023084
257,Gl 49 b,32.0,1789.214,9.56,2019,Neptune-like,2.2399999999999998,0.0905 AU,13.9 days,0.36,Gl 49,Radial Velocity,,,01h02m38.87s,+62d20m42.2s,3805.0,0.52,0.51,3501.523474681676
259,GQ Lupi b,495.0,6356.0,12.43,2004,Gas Giant,33.599999999999994,100.0 AU,1195.9 years,0.0,GQ Lup,Imaging,,,15h49m12.10s,-35d39m05.1s,,0.7,,55.28357568078431
260,GSC 06214-00210 b,473.0,5084.8,12.375,2010,Gas Giant,20.16,320.0 AU,6037.4 years,0.0,GSC 06214-00210,Imaging,,,16h21m54.67s,-20d43m09.1s,4200.0,0.9,,122.8523904017429
261,GU Piscium b,157.0,3591.1400000000003,13.55,2014,Gas Giant,14.167999999999997,2000.0 AU,155788.8 years,0.0,GU Psc,Imaging,,,01h12m35.04s,+17d03m55.7s,,0.33,,175.67340988722722
263,HAT-P-11 c,123.0,730.9399999999999,9.151,2018,Gas Giant,13.328,4.13 AU,9.3 years,0.6,HAT-P-11,Transit,,,19h50m50.24s,+48d04m51.1s,4780.0,0.81,0.68,40.40569227428271
264,HAT-P-12 b,465.0,67.0558,12.84,2009,Gas Giant,10.740799999999998,0.0384 AU,3.2 days,0.0,HAT-P-11,Radial Velocity,,,19h50m50.24s,+48d04m51.1s,4780.0,0.81,0.68,5.707604605173392
265,HAT-P-13 b,698.0,270.44780000000003,10.622,2009,Gas Giant,14.2464,0.04383 AU,2.9 days,0.01,HAT-P-12,Transit,89.0,0.3192,13h57m33.48s,+43d29m36.7s,4650.0,0.73,0.7,13.084706218946756
266,HAT-P-13 c,698.0,4538.184,10.622,2009,Gas Giant,12.32,1.258 AU,446.3 days,0.66,HAT-P-13,Transit,83.4,,08h39m31.81s,+47d21m07.4s,5653.0,1.22,1.56,293.5969068799337
267,HAT-P-14 b,731.0,1093.232,9.98,2010,Gas Giant,15.903999999999998,0.0596 AU,4.6 days,0.11,HAT-P-13,Radial Velocity,,,08h39m31.81s,+47d21m07.4s,5653.0,1.22,1.56,42.44146754307385
268,HAT-P-15 b,631.0,616.532,12.16,2010,Gas Giant,11.872,0.0965 AU,10.9 days,0.19,HAT-P-14,Transit,83.5,,17h20m27.88s,+38d14m31.8s,6600.0,2.65,1.82,42.95350798266705
269,HAT-P-16 b,767.0,1332.5354,10.812000000000001,2010,Gas Giant,14.436799999999998,0.0413 AU,2.8 days,0.04,HAT-P-15,Transit,89.1,,04h24m59.53s,+39d27m38.3s,5568.0,1.0,1.07,62.78091867228153
270,HAT-P-17 b,302.0,184.32399999999998,10.54,2010,Gas Giant,11.76,0.0882 AU,10.3 days,0.35,HAT-P-16,Transit,86.6,2.42,00h38m17.56s,+42d27m47.1s,6158.0,1.22,1.24,13.087540365246891
271,HAT-P-17 c,302.0,1080.52,10.54,2010,Gas Giant,13.104,5.6 AU,15.3 years,0.39,HAT-P-17,Transit,89.2,,21h38m08.74s,+30d29m19.4s,5246.0,0.99,0.87,61.78966381152748
272,HAT-P-18 b,541.0,62.60660000000001,12.759,2010,Gas Giant,11.144,0.0559 AU,5.5 days,0.08,HAT-P-17,Radial Velocity,,,21h38m08.74s,+30d29m19.4s,5246.0,0.99,0.87,4.950267906468551
273,HAT-P-19 b,701.0,92.7976,12.901,2010,Gas Giant,12.678399999999998,0.0466 AU,4 days,0.07,HAT-P-18,Transit,88.8,0.25,17h05m23.15s,+33d00m45.0s,4803.0,0.77,0.75,5.668897917047799
274,HAT-P-1 b,521.0,166.845,10.34,2006,Gas Giant,14.772799999999998,0.05561 AU,4.5 days,0.0,HAT-P-19,Transit,88.2,0.25,00h38m04.02s,+34d42m41.7s,4990.0,0.84,0.82,7.507206308559216
275,HAT-P-20 b,228.0,2302.7788,11.339,2010,Gas Giant,9.7104,0.0361 AU,2.9 days,0.02,HAT-P-2,Transit,,,16h20m36.36s,+41d02m53.1s,6380.0,1.33,1.39,239.81081966389473
276,HAT-P-21 b,912.0,1547.6860000000001,11.685,2010,Gas Giant,12.432,0.0494 AU,4.1 days,0.23,HAT-P-20,Transit,86.8,13.78,07h27m39.95s,+24d20m11.9s,4595.0,0.76,0.69,98.33126865062802
277,HAT-P-22 b,267.0,784.9660000000001,9.732000000000001,2010,Gas Giant,12.879999999999999,0.0414 AU,3.2 days,0.02,HAT-P-21,Transit,87.2,,11h25m05.99s,+41d01m40.6s,5588.0,1.24,1.21,46.46328496725273
278,HAT-P-23 b,1202.0,425.85200000000003,12.432,2010,Gas Giant,12.208,0.0232 AU,1.2 days,0.11,HAT-P-22,Transit,86.9,,10h22m43.61s,+50d07m42.0s,5302.0,1.13,1.11,28.058241002872595
279,HAT-P-24 b,1371.0,238.35000000000002,11.818,2010,Gas Giant,14.559999999999999,0.04651 AU,3.4 days,0.07,HAT-P-23,Transit,85.1,,20h24m29.72s,+16d45m43.7s,5905.0,0.58,0.96,11.04035904867734
280,HAT-P-25 b,988.0,180.82819999999998,13.19,2010,Gas Giant,12.712,0.0466 AU,3.7 days,0.02,HAT-P-24,Transit,88.6,,07h15m18.01s,+14d15m45.4s,6373.0,1.37,1.38,10.988266454279973
282,HAT-P-27 b,665.0,197.036,11.956,2011,Gas Giant,11.424,0.04 AU,3 days,0.0,HAT-P-26,Transit,88.6,,14h12m37.53s,+04d03m36.0s,5079.0,1.12,0.87,14.82518032962209
283,HAT-P-28 b,1288.0,198.9428,13.03,2011,Gas Giant,13.574399999999999,0.0434 AU,3.3 days,0.05,HAT-P-27,Transit,85.0,,14h51m04.18s,+05d56m50.5s,5300.0,0.94,0.9,10.60175423248057
284,HAT-P-29 b,1032.0,279.664,11.9,2011,Gas Giant,13.104,0.0667 AU,5.7 days,0.09,HAT-P-28,Transit,88.0,0.44,00h52m00.18s,+34d43m42.3s,5680.0,1.02,1.1,15.992618868865936
285,HAT-P-2 b,418.0,2764.8599999999997,8.72,2007,Gas Giant,10.6512,0.06814 AU,5.6 days,0.52,HAT-P-29,Transit,87.1,,02h12m31.47s,+51d46m43.5s,6087.0,1.45,1.3,239.3133121151685
286,HAT-P-30 b,702.0,263.774,10.419,2011,Gas Giant,16.128,0.0419 AU,2.8 days,0.04,HAT-P-3,Transit,87.24,,13h44m22.59s,+48d01m43.2s,5185.0,1.06,0.87,9.957762112641268
287,HAT-P-31 b,1133.0,721.4060000000001,11.66,2011,Gas Giant,12.208,0.061 AU,5 days,0.25,HAT-P-30,Transit,83.6,,08h15m47.97s,+05d50m12.2s,6304.0,1.55,1.31,47.531497818299094
288,HAT-P-32 b,951.0,216.104,11.289000000000001,2011,Gas Giant,22.176,0.03397 AU,2.2 days,0.16,HAT-P-31,Transit,87.1,,18h06m09.05s,+26d25m36.0s,6065.0,1.31,1.39,4.315063299234771
289,HAT-P-33 b,1307.0,292.37600000000003,11.187999999999999,2011,Gas Giant,20.72,0.04995 AU,3.5 days,0.0,HAT-P-32,Transit,88.98,0.108,02h04m10.28s,+46d41m16.2s,6001.0,1.13,1.37,6.68733391726653
290,HAT-P-34 b,819.0,1058.2740000000001,10.162,2011,Gas Giant,13.4064,0.06774 AU,5.5 days,0.43,HAT-P-33,Transit,87.2,,07h32m44.21s,+33d50m06.2s,6446.0,1.82,1.79,57.81820058197239
291,HAT-P-35 b,1677.0,335.59680000000003,12.46,2011,Gas Giant,14.9184,0.04978 AU,3.6 days,< 0.02,HAT-P-34,Transit,87.1,2.5,20h12m46.88s,+18d06m17.5s,6442.0,1.39,1.53,14.806898770115103
292,HAT-P-36 b,969.0,587.35796,12.262,2011,Gas Giant,14.302399999999999,0.0241 AU,1.3 days,0.06,HAT-P-35,Transit,87.3,0.55,08h13m00.18s,+04d47m13.3s,6096.0,1.24,1.44,28.19524093699903
293,HAT-P-37 b,1341.0,371.50820000000004,13.23,2011,Gas Giant,13.193599999999998,0.0379 AU,2.8 days,0.06,HAT-P-36,Transit,87.13,1.175,12h33m03.90s,+44d54m55.3s,5620.0,1.03,1.04,20.957166751851705
294,HAT-P-38 b,812.0,84.85260000000001,12.557,2012,Gas Giant,9.239999999999998,0.0523 AU,4.6 days,0.07,HAT-P-37,Transit,86.9,0.89,18h57m11.06s,+51d16m08.9s,5500.0,0.93,0.88,9.75915021935168
295,HAT-P-39 b,2094.0,190.3622,12.422,2012,Gas Giant,17.5952,0.0509 AU,3.5 days,0.0,HAT-P-38,Transit,88.3,0.59,02h21m31.98s,+32d14m46.1s,5330.0,0.89,0.92,6.037860726282671
296,HAT-P-3 b,441.0,206.57000000000002,11.577,2007,Gas Giant,10.527999999999999,0.03866 AU,2.9 days,0.0,HAT-P-39,Transit,87.0,0.19,07h35m01.98s,+17d49m48.3s,6430.0,1.4,1.62,18.30064043303464
297,HAT-P-40 b,1535.0,152.544,11.699000000000002,2012,Gas Giant,17.023999999999997,0.0608 AU,4.5 days,0.0,HAT-P-4,Transit,89.91,0.403,15h19m57.92s,+36d13m46.8s,5860.0,,,5.168478335807397
298,HAT-P-41 b,1147.0,378.182,11.087,2012,Gas Giant,22.959999999999997,0.04258 AU,2.7 days,0.0,HAT-P-40,Transit,88.3,,22h22m03.09s,+45d27m26.6s,6080.0,1.03,1.94,7.044462766700773
299,HAT-P-42 b,1458.0,331.7832,12.168,2012,Gas Giant,14.335999999999999,0.0575 AU,4.6 days,0.0,HAT-P-41,Transit,87.7,,19h49m17.44s,+04d40m20.7s,6390.0,2.56,2.05,15.85218741139677
300,HAT-P-43 b,1768.0,210.38360000000003,13.356,2012,Gas Giant,14.347199999999997,0.0443 AU,3.3 days,0.0,HAT-P-42,Transit,85.9,0.61,09h01m22.65s,+06d05m50.0s,5743.0,1.18,1.53,10.036178309725612
301,HAT-P-44 b,1184.0,111.8656,12.972999999999999,2014,Gas Giant,13.9104,0.0507 AU,4.3 days,0.04,HAT-P-43,Transit,88.7,0.39,08h35m42.18s,+10d12m24.0s,5645.0,1.05,1.1,5.676859039778079
302,HAT-P-44 c,1184.0,1271.2,12.972999999999999,2014,Gas Giant,12.991999999999999,1.752 AU,2.4 years,0.49,HAT-P-44,Transit,89.1,0.23,14h12m34.58s,+47d00m52.9s,5295.0,0.94,0.95,73.95246449569838
303,HAT-P-45 b,995.0,283.4776,12.398,2014,Gas Giant,15.971199999999998,0.0452 AU,3.1 days,0.05,HAT-P-44,Radial Velocity,,,14h12m34.58s,+47d00m52.9s,5295.0,0.94,0.95,10.91275593037086
304,HAT-P-46 b,966.0,156.6754,11.684000000000001,2014,Gas Giant,14.380799999999999,0.0577 AU,4.5 days,0.12,HAT-P-45,Transit,87.8,0.38,18h17m29.58s,-03d22m51.7s,6330.0,1.26,1.32,7.439187595703407
305,HAT-P-49 b,1154.0,699.1600000000001,10.325999999999999,2014,Gas Giant,17.808,0.04378 AU,2.7 days,0.0,HAT-P-46,Transit,85.5,0.28,18h01m46.61s,-02d58m15.4s,6120.0,1.28,1.4,21.648961640748567
306,HAT-P-4 b,1024.0,213.24380000000002,11.118,2007,Gas Giant,14.268799999999999,0.04438 AU,3.1 days,0.0,HAT-P-49,Transit,86.2,,20h21m45.94s,+26d41m33.5s,6820.0,2.22,2.06,10.284715981761064
307,HAT-P-50 b,1621.0,429.03000000000003,11.762,2015,Gas Giant,14.4256,0.0453 AU,3.1 days,< 0.115,HAT-P-5,Transit,86.75,,18h17m37.31s,+36d37m17.1s,5960.0,1.04,1.12,20.244669034082204
308,HAT-P-51 b,1533.0,98.20020000000001,13.44,2015,Gas Giant,14.481599999999998,0.05069 AU,4.2 days,< 0.123,HAT-P-50,Transit,83.65,0.78,07h52m15.22s,+12d08m21.9s,6280.0,1.27,1.7,4.598011661587295
309,HAT-P-52 b,1256.0,259.9604,14.068,2015,Gas Giant,11.300799999999999,0.03694 AU,2.8 days,< 0.047,HAT-P-51,Transit,88.48,0.178,01h24m15.65s,+32d48m38.8s,5449.0,0.98,1.04,19.98847263439422
310,HAT-P-53 b,2345.0,471.6152,13.73,2015,Gas Giant,14.7616,0.03159 AU,2 days,< 0.134,HAT-P-52,Transit,87.02,0.98,02h50m53.20s,+29d01m20.6s,5131.0,0.89,0.89,21.25258291269233
311,HAT-P-54 b,471.0,241.52800000000002,13.017000000000001,2015,Gas Giant,10.572799999999999,0.04117 AU,3.8 days,< 0.074,HAT-P-53,Transit,86.2,0.8,01h27m29.07s,+38d58m05.3s,5956.0,1.09,1.21,21.21671987533691
312,HAT-P-55 b,1566.0,184.9596,13.207,2015,Gas Giant,13.238399999999999,0.04604 AU,3.6 days,< 0.139,HAT-P-54,Transit,87.04,1.118,06h39m35.52s,+25d28m57.1s,4390.0,0.65,0.62,10.363266589649458
313,HAT-P-56 b,1055.0,734.118,10.908,2015,Gas Giant,16.912,0.0423 AU,2.8 days,< 0.29,HAT-P-55,Transit,87.7,0.435,17h37m05.63s,+25d43m52.3s,5808.0,1.01,1.01,25.203840586016085
314,HAT-P-57 b,920.0,448.098,10.465,2015,Gas Giant,19.488,0.0406 AU,2.5 days,0.0,HAT-P-56,Transit,82.13,,06h43m23.53s,+27d15m08.3s,6566.0,1.42,1.47,11.58588610432608
